CUST_ID,agg_ncluster2_linkageward,agg_ncluster2_linkagecomplete,agg_ncluster2_linkageaverage,agg_ncluster2_linkagesingle,agg_ncluster3_linkageward,agg_ncluster3_linkagecomplete,agg_ncluster3_linkageaverage,agg_ncluster3_linkagesingle,agg_ncluster4_linkageward,agg_ncluster4_linkagecomplete,agg_ncluster4_linkageaverage,agg_ncluster4_linkagesingle,agg_ncluster5_linkageward,agg_ncluster5_linkagecomplete,agg_ncluster5_linkageaverage,agg_ncluster5_linkagesingle,agg_ncluster6_linkageward,agg_ncluster6_linkagecomplete,agg_ncluster6_linkageaverage,agg_ncluster6_linkagesingle,agg_ncluster7_linkageward,agg_ncluster7_linkagecomplete,agg_ncluster7_linkageaverage,agg_ncluster7_linkagesingle,agg_ncluster8_linkageward,agg_ncluster8_linkagecomplete,agg_ncluster8_linkageaverage,agg_ncluster8_linkagesingle,agg_ncluster9_linkageward,agg_ncluster9_linkagecomplete,agg_ncluster9_linkageaverage,agg_ncluster9_linkagesingle,agg_ncluster10_linkageward,agg_ncluster10_linkagecomplete,agg_ncluster10_linkageaverage,agg_ncluster10_linkagesingle,ms_quantile0.1,ms_quantile0.2,ms_quantile0.3,ms_quantile0.4,ms_quantile0.5,birch_threshold0.1_factor10_ncluster2,birch_threshold0.1_factor10_ncluster3,birch_threshold0.1_factor10_ncluster4,birch_threshold0.1_factor10_ncluster5,birch_threshold0.1_factor10_ncluster6,birch_threshold0.1_factor20_ncluster2,birch_threshold0.1_factor20_ncluster3,birch_threshold0.1_factor20_ncluster4,birch_threshold0.1_factor20_ncluster5,birch_threshold0.1_factor20_ncluster6,birch_threshold0.1_factor30_ncluster2,birch_threshold0.1_factor30_ncluster3,birch_threshold0.1_factor30_ncluster4,birch_threshold0.1_factor30_ncluster5,birch_threshold0.1_factor30_ncluster6,birch_threshold0.1_factor40_ncluster2,birch_threshold0.1_factor40_ncluster3,birch_threshold0.1_factor40_ncluster4,birch_threshold0.1_factor40_ncluster5,birch_threshold0.1_factor40_ncluster6,birch_threshold0.1_factor50_ncluster2,birch_threshold0.1_factor50_ncluster3,birch_threshold0.1_factor50_ncluster4,birch_threshold0.1_factor50_ncluster5,birch_threshold0.1_factor50_ncluster6,birch_threshold0.3_factor10_ncluster2,birch_threshold0.3_factor10_ncluster3,birch_threshold0.3_factor10_ncluster4,birch_threshold0.3_factor10_ncluster5,birch_threshold0.3_factor10_ncluster6,birch_threshold0.3_factor20_ncluster2,birch_threshold0.3_factor20_ncluster3,birch_threshold0.3_factor20_ncluster4,birch_threshold0.3_factor20_ncluster5,birch_threshold0.3_factor20_ncluster6,birch_threshold0.3_factor30_ncluster2,birch_threshold0.3_factor30_ncluster3,birch_threshold0.3_factor30_ncluster4,birch_threshold0.3_factor30_ncluster5,birch_threshold0.3_factor30_ncluster6,birch_threshold0.3_factor40_ncluster2,birch_threshold0.3_factor40_ncluster3,birch_threshold0.3_factor40_ncluster4,birch_threshold0.3_factor40_ncluster5,birch_threshold0.3_factor40_ncluster6,birch_threshold0.3_factor50_ncluster2,birch_threshold0.3_factor50_ncluster3,birch_threshold0.3_factor50_ncluster4,birch_threshold0.3_factor50_ncluster5,birch_threshold0.3_factor50_ncluster6,birch_threshold0.5_factor10_ncluster2,birch_threshold0.5_factor10_ncluster3,birch_threshold0.5_factor10_ncluster4,birch_threshold0.5_factor10_ncluster5,birch_threshold0.5_factor10_ncluster6,birch_threshold0.5_factor20_ncluster2,birch_threshold0.5_factor20_ncluster3,birch_threshold0.5_factor20_ncluster4,birch_threshold0.5_factor20_ncluster5,birch_threshold0.5_factor20_ncluster6,birch_threshold0.5_factor30_ncluster2,birch_threshold0.5_factor30_ncluster3,birch_threshold0.5_factor30_ncluster4,birch_threshold0.5_factor30_ncluster5,birch_threshold0.5_factor30_ncluster6,birch_threshold0.5_factor40_ncluster2,birch_threshold0.5_factor40_ncluster3,birch_threshold0.5_factor40_ncluster4,birch_threshold0.5_factor40_ncluster5,birch_threshold0.5_factor40_ncluster6,birch_threshold0.5_factor50_ncluster2,birch_threshold0.5_factor50_ncluster3,birch_threshold0.5_factor50_ncluster4,birch_threshold0.5_factor50_ncluster5,birch_threshold0.5_factor50_ncluster6,birch_threshold0.7_factor10_ncluster2,birch_threshold0.7_factor10_ncluster3,birch_threshold0.7_factor10_ncluster4,birch_threshold0.7_factor10_ncluster5,birch_threshold0.7_factor10_ncluster6,birch_threshold0.7_factor20_ncluster2,birch_threshold0.7_factor20_ncluster3,birch_threshold0.7_factor20_ncluster4,birch_threshold0.7_factor20_ncluster5,birch_threshold0.7_factor20_ncluster6,birch_threshold0.7_factor30_ncluster2,birch_threshold0.7_factor30_ncluster3,birch_threshold0.7_factor30_ncluster4,birch_threshold0.7_factor30_ncluster5,birch_threshold0.7_factor30_ncluster6,birch_threshold0.7_factor40_ncluster2,birch_threshold0.7_factor40_ncluster3,birch_threshold0.7_factor40_ncluster4,birch_threshold0.7_factor40_ncluster5,birch_threshold0.7_factor40_ncluster6,birch_threshold0.7_factor50_ncluster2,birch_threshold0.7_factor50_ncluster3,birch_threshold0.7_factor50_ncluster4,birch_threshold0.7_factor50_ncluster5,birch_threshold0.7_factor50_ncluster6,birch_threshold0.9_factor10_ncluster2,birch_threshold0.9_factor10_ncluster3,birch_threshold0.9_factor10_ncluster4,birch_threshold0.9_factor10_ncluster5,birch_threshold0.9_factor10_ncluster6,birch_threshold0.9_factor20_ncluster2,birch_threshold0.9_factor20_ncluster3,birch_threshold0.9_factor20_ncluster4,birch_threshold0.9_factor20_ncluster5,birch_threshold0.9_factor20_ncluster6,birch_threshold0.9_factor30_ncluster2,birch_threshold0.9_factor30_ncluster3,birch_threshold0.9_factor30_ncluster4,birch_threshold0.9_factor30_ncluster5,birch_threshold0.9_factor30_ncluster6,birch_threshold0.9_factor40_ncluster2,birch_threshold0.9_factor40_ncluster3,birch_threshold0.9_factor40_ncluster4,birch_threshold0.9_factor40_ncluster5,birch_threshold0.9_factor40_ncluster6,birch_threshold0.9_factor50_ncluster2,birch_threshold0.9_factor50_ncluster3,birch_threshold0.9_factor50_ncluster4,birch_threshold0.9_factor50_ncluster5,birch_threshold0.9_factor50_ncluster6,hdbscan_mincluster5_minsample5,hdbscan_mincluster5_minsample6,hdbscan_mincluster5_minsample7,hdbscan_mincluster5_minsample8,hdbscan_mincluster5_minsample9,hdbscan_mincluster5_minsample10,hdbscan_mincluster10_minsample5,hdbscan_mincluster10_minsample6,hdbscan_mincluster10_minsample7,hdbscan_mincluster10_minsample8,hdbscan_mincluster10_minsample9,hdbscan_mincluster10_minsample10,hdbscan_mincluster15_minsample5,hdbscan_mincluster15_minsample6,hdbscan_mincluster15_minsample7,hdbscan_mincluster15_minsample8,hdbscan_mincluster15_minsample9,hdbscan_mincluster15_minsample10,hdbscan_mincluster20_minsample5,hdbscan_mincluster20_minsample6,hdbscan_mincluster20_minsample7,hdbscan_mincluster20_minsample8,hdbscan_mincluster20_minsample9,hdbscan_mincluster20_minsample10,hdbscan_mincluster25_minsample5,hdbscan_mincluster25_minsample6,hdbscan_mincluster25_minsample7,hdbscan_mincluster25_minsample8,hdbscan_mincluster25_minsample9,hdbscan_mincluster25_minsample10,hdbscan_mincluster30_minsample5,hdbscan_mincluster30_minsample6,hdbscan_mincluster30_minsample7,hdbscan_mincluster30_minsample8,hdbscan_mincluster30_minsample9,hdbscan_mincluster30_minsample10,hdbscan_mincluster35_minsample5,hdbscan_mincluster35_minsample6,hdbscan_mincluster35_minsample7,hdbscan_mincluster35_minsample8,hdbscan_mincluster35_minsample9,hdbscan_mincluster35_minsample10,hdbscan_mincluster40_minsample5,hdbscan_mincluster40_minsample6,hdbscan_mincluster40_minsample7,hdbscan_mincluster40_minsample8,hdbscan_mincluster40_minsample9,hdbscan_mincluster40_minsample10,hdbscan_mincluster45_minsample5,hdbscan_mincluster45_minsample6,hdbscan_mincluster45_minsample7,hdbscan_mincluster45_minsample8,hdbscan_mincluster45_minsample9,hdbscan_mincluster45_minsample10,hdbscan_mincluster50_minsample5,hdbscan_mincluster50_minsample6,hdbscan_mincluster50_minsample7,hdbscan_mincluster50_minsample8,hdbscan_mincluster50_minsample9,hdbscan_mincluster50_minsample10,optics_minsamp30_xi0.0005,optics_minsamp30_xi0.005,optics_minsamp30_xi0.01,optics_minsamp30_xi0.02,optics_minsamp30_xi0.05,optics_minsamp60_xi0.0005,optics_minsamp60_xi0.005,optics_minsamp60_xi0.01,optics_minsamp60_xi0.02,optics_minsamp60_xi0.05,optics_minsamp80_xi0.0005,optics_minsamp80_xi0.005,optics_minsamp80_xi0.01,optics_minsamp80_xi0.02,optics_minsamp80_xi0.05,optics_minsamp120_xi0.0005,optics_minsamp120_xi0.005,optics_minsamp120_xi0.01,optics_minsamp120_xi0.02,optics_minsamp120_xi0.05,optics_minsamp140_xi0.0005,optics_minsamp140_xi0.005,optics_minsamp140_xi0.01,optics_minsamp140_xi0.02,optics_minsamp140_xi0.05
C10624,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,2,0,0,1,2,6,0,0,0,6,0,8,8,6,0,8,8,6,0,0,0,0,0,0,0,0,1,0,2,0,1,0,4,4,0,1,0,0,2,0,2,2,0,5,0,1,0,4,4,1,0,1,0,5,1,0,3,1,0,1,0,1,0,5,0,0,1,0,0,0,1,0,2,0,0,2,2,0,5,1,1,0,1,1,0,2,0,0,5,0,1,0,4,4,0,1,0,4,4,0,2,2,0,0,0,2,0,4,4,0,0,1,0,2,0,1,0,4,4,0,2,2,0,5,0,1,0,4,4,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,93,70,44,45,-1,-1,39,33,28,28,-1,-1,24,25,24,26,23,22,21,23,25,23,21,1,19,22,20,1,1,1,18,20,1,1,1,1,14,17,0,0,0,0,11,14,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,-1,9,9,9,8,-1,3,3,3,3,-1,2,2,2,-1,-1,-1,-1,-1,-1,-1
C10047,0,1,1,1,1,1,1,1,0,1,3,1,1,0,3,4,0,5,3,4,2,5,3,4,2,5,7,4,2,5,7,4,2,5,7,9,6,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,2,2,0,1,0,1,0,0,1,1,0,1,0,2,1,0,3,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,2,2,0,0,1,1,0,0,2,0,2,0,0,1,0,1,0,2,0,0,1,0,2,0,0,2,2,0,0,1,1,1,0,0,0,0,1,0,2,0,1,0,2,0,0,2,2,0,0,0,1,0,2,0,0,0,1,0,5,0,0,1,0,5,0,0,1,0,5,0,0,1,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,35,35,34,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C11492,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,4,1,0,0,4,0,5,0,4,3,2,0,4,1,0,0,1,1,2,0,0,0,0,0,0,0,0,3,3,3,0,1,0,0,1,0,1,0,4,4,0,2,2,0,1,0,1,0,0,1,1,0,3,1,1,1,0,1,0,1,1,0,3,1,0,0,0,3,3,3,0,1,0,1,1,0,2,2,0,0,1,1,0,0,2,0,2,0,4,4,0,1,0,2,0,0,1,0,2,0,0,2,2,0,2,1,1,1,0,2,0,0,3,1,0,0,1,0,2,0,0,2,2,0,0,0,1,0,2,0,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,146,116,83,63,63,59,68,73,60,53,51,52,58,58,53,45,38,37,29,38,41,36,35,1,26,26,27,1,1,1,28,24,1,1,1,1,25,19,0,0,0,0,21,16,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,4,4,-1,-1,-1,5,5,-1,-1,-1,3,3,3,-1,-1,2,2,2,-1,-1
C11706,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,6,0,0,7,6,3,0,7,6,3,0,7,6,3,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,85,63,42,41,32,31,29,37,25,35,26,27,27,29,22,23,21,21,24,24,23,22,20,1,17,20,18,1,1,1,16,18,1,1,1,1,12,14,0,0,0,0,9,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,24,24,23,12,13,13,13,11,-1,-1,-1,-1,-1,1,6,-1,-1,2,1,5,5,-1,1,-1
C12776,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,6,0,0,7,6,3,0,7,6,3,0,7,6,3,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,6,-1,2,1,5,5,-1,1,-1
C18029,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,5,0,0,2,5,5,0,2,5,2,0,2,5,0,0,2,5,9,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,2,2,0,1,0,1,0,0,1,1,0,1,0,2,1,0,3,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,2,2,0,0,1,1,0,0,2,0,2,0,0,1,0,1,0,2,0,0,1,0,2,0,0,2,2,0,0,1,1,1,0,0,0,0,1,0,2,0,1,0,2,0,0,2,2,0,0,0,1,0,2,0,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,149,111,87,80,75,67,63,70,62,65,61,60,53,55,55,56,46,40,42,48,48,46,42,1,35,32,40,1,1,1,23,26,1,1,1,1,20,21,0,0,0,0,16,19,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,11,11,-1,-1,7,7,7,6,-1,7,7,6,5,-1,4,4,4,1,-1,3,3,3,-1,-1
C11955,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,4,1,0,0,4,0,5,0,4,3,2,0,4,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,4,4,0,2,2,0,1,0,1,0,0,1,1,0,1,0,2,1,0,1,0,1,1,0,3,1,0,0,0,1,0,0,0,1,0,1,1,0,2,2,0,0,1,1,0,0,2,0,2,0,4,4,0,1,0,2,0,0,1,0,2,0,0,2,2,0,2,1,1,1,0,2,0,0,3,1,0,0,1,0,2,0,0,2,2,0,0,0,1,0,2,0,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,170,123,97,87,78,75,78,78,66,72,64,68,62,60,59,60,49,49,29,38,41,42,34,1,26,26,27,1,1,1,28,24,1,1,1,1,25,19,0,0,0,0,21,16,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,-1,4,4,4,4,-1,5,5,-1,-1,-1,3,3,3,-1,-1,2,2,2,-1,-1
C12007,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,2,0,0,1,2,5,0,0,0,2,0,0,3,0,0,9,3,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,2,2,0,1,0,1,0,0,1,1,0,1,0,2,1,0,3,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,2,2,0,0,1,1,0,0,2,0,2,0,0,1,0,1,0,2,0,0,1,0,2,0,0,2,2,0,2,1,1,1,0,2,0,0,1,0,1,0,1,0,2,0,0,2,2,0,0,0,1,0,2,0,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,-1,98,80,75,58,55,44,61,57,62,38,48,37,46,50,53,31,34,31,41,46,44,27,1,28,33,38,1,1,1,30,27,1,1,1,1,21,22,0,0,0,0,17,18,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,7,-1,10,10,9,-1,8,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C12479,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,4,1,0,0,4,0,5,0,4,3,2,0,4,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,4,4,0,2,2,0,1,0,1,0,0,1,1,0,3,1,1,1,0,1,0,1,1,0,3,1,0,0,0,3,3,3,0,1,0,1,1,0,2,2,0,0,1,1,0,0,2,0,2,0,4,4,0,1,0,2,0,0,1,0,2,0,0,2,2,0,2,1,1,1,0,2,0,0,3,1,0,0,1,0,2,0,0,2,2,0,0,0,1,0,2,0,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,174,124,-1,86,-1,-1,77,-1,65,71,-1,-1,61,59,58,59,-1,49,29,38,41,42,34,1,26,26,27,1,1,1,28,24,1,1,1,1,25,19,0,0,0,0,21,16,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,-1,4,4,4,4,-1,5,5,-1,-1,-1,3,3,3,-1,-1,2,2,2,-1,-1
C15453,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,5,1,5,0,5,0,2,0,5,2,0,0,5,2,2,0,5,2,0,4,2,0,0,0,0,0,0,3,3,3,0,1,0,0,5,0,1,0,4,4,0,1,0,2,2,0,1,0,0,5,1,0,3,1,1,1,0,1,0,5,1,0,3,1,0,0,0,3,3,3,0,2,2,0,2,0,1,0,2,2,1,1,0,0,5,0,2,0,4,4,0,2,2,0,5,0,2,2,0,2,0,1,0,2,5,1,1,1,0,0,0,0,3,1,0,0,2,2,0,2,0,1,0,2,2,0,2,2,0,2,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,36,-1,10,-1,-1,-1,11,11,6,-1,-1,-1,5,10,5,5,5,5,5,5,5,5,5,1,5,5,5,1,1,1,4,4,1,1,1,1,3,3,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,28,28,28,27,16,17,17,17,14,4,13,13,12,9,2,7,7,6,3,2,6,6,5,2,1
C18977,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,1,0,0,1,1,5,0,1,0,5,0,0,9,5,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,32,-1,-1,1,-1,21,26,1,1,1,-1,19,1,1,1,1,16,16,0,0,0,0,13,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,18,18,18,-1,-1,12,12,12,-1,-1,10,10,9,7,1,5,5,5,2,1,4,4,4,1,-1
C13531,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,4,1,5,0,4,0,2,0,4,3,0,0,4,1,8,0,1,1,8,0,2,0,0,0,0,0,0,3,3,3,0,1,0,0,1,0,1,0,4,4,0,1,0,2,2,0,1,0,0,1,1,0,3,1,1,1,0,1,0,1,1,0,3,1,0,0,0,3,3,3,0,1,0,1,1,0,1,0,2,2,1,1,0,0,5,0,2,0,4,4,0,1,0,2,0,0,1,0,2,0,0,1,0,2,5,1,1,1,0,2,0,0,3,1,0,0,1,0,2,0,0,1,0,2,2,0,1,0,2,0,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,80,52,-1,-1,29,25,-1,-1,-1,-1,23,22,-1,22,-1,-1,20,18,20,21,22,21,19,1,18,18,19,1,1,1,17,16,1,1,1,1,13,12,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,8,8,8,8,7,2,9,9,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C12029,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,1,0,0,1,1,5,0,1,0,5,0,0,0,5,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,67,43,30,27,28,24,20,23,20,22,22,21,18,19,18,19,19,17,17,18,18,18,18,1,15,16,15,1,1,1,14,14,1,1,1,1,11,11,0,0,0,0,8,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,25,25,25,24,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,5,5,2,1,4,-1,-1,1,-1
C13002,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,6,0,0,7,6,3,0,7,6,3,0,7,6,3,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,130,77,57,67,48,51,55,46,40,54,37,35,46,33,35,47,30,29,38,30,31,38,26,1,24,27,25,1,1,1,25,22,1,1,1,1,23,15,0,0,0,0,19,12,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,14,14,14,12,-1,11,11,10,8,1,6,6,-1,2,1,5,5,-1,1,-1
C15842,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,1,0,0,1,1,5,0,1,0,5,0,0,0,5,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,68,40,27,23,21,18,21,20,17,18,18,17,19,16,15,15,14,14,18,15,15,15,14,1,15,-1,-1,1,1,1,14,-1,1,1,1,1,11,-1,0,0,0,0,8,-1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,1,-1,-1,-1,1,-1
C13950,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,2,0,0,1,2,6,0,0,0,6,0,8,8,6,0,8,8,6,0,0,2,0,0,0,0,0,1,0,2,0,1,0,4,4,0,1,0,0,2,0,2,2,0,5,0,1,0,4,4,1,0,1,0,5,0,1,0,3,3,1,0,1,0,5,0,0,1,0,5,0,1,0,2,0,0,2,2,0,5,1,1,0,1,1,0,2,0,0,5,0,1,0,4,4,0,1,0,4,4,0,2,2,0,0,0,2,0,4,4,0,0,1,0,1,0,1,0,4,4,0,2,2,0,5,0,1,0,4,4,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,172,117,85,72,72,69,80,74,55,60,58,62,63,53,48,48,42,43,48,46,44,39,39,1,21,36,36,1,1,1,20,30,1,1,1,1,17,25,0,0,0,0,14,20,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,4,3,3,-1,-1,-1,2,2,2,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1
C14452,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,2,0,0,1,2,6,0,0,0,6,3,0,3,6,8,9,3,6,8,0,0,0,0,0,0,0,1,0,2,0,1,0,4,4,0,1,0,0,2,0,2,2,0,5,0,1,0,4,4,1,0,1,0,5,1,0,3,1,0,1,0,1,0,5,0,0,1,0,0,0,1,0,2,0,0,2,2,0,5,1,1,0,1,1,0,2,0,0,5,0,1,0,4,4,0,1,0,4,4,0,2,2,0,0,0,2,0,4,4,0,0,1,0,2,0,1,0,2,0,0,2,2,0,0,0,1,0,4,4,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,-1
