CUST_ID,UMAP1,UMAP2,UMAP3
C12964,4.7830234,3.4663317,5.668421
C13339,-0.2560681,4.735396,6.785582
C14641,6.9865775,4.6977797,7.756432
C17245,0.3821822,5.0308104,6.357749
C18514,5.4379363,2.9327703,5.8846684
C18558,3.8558722,3.4085894,10.597435
C15583,7.9961443,5.8572645,7.5550513
C18933,7.5444884,7.8321013,7.294054
C19089,2.3864913,3.340267,10.476962
C15435,7.358134,7.750659,7.961506
C16299,4.5457373,8.055908,8.083952
C14708,-0.06093701,6.2144723,8.730889
C10525,4.3650384,8.002627,7.2311077
C18176,7.3952537,3.4030926,4.869231
C10285,0.5254842,5.7395816,9.045717
C19122,2.7724223,3.2002666,10.580112
C14829,-0.679766,4.2088127,5.888684
C13600,0.32309029,6.9869533,8.217897
C13149,-0.48806012,4.330605,6.7448235
C16020,0.39319685,6.3564744,9.069559
C16845,4.622455,6.8802195,5.285676
C16831,4.176032,7.991766,8.709507
C14366,3.4505832,7.2655134,6.448946
C17605,-0.8874905,4.542252,7.8548965
C10710,3.8203332,5.7079644,7.7066956
C14145,4.401029,8.661278,5.4115157
C11031,0.13652661,4.819107,6.0425515
C11429,0.14864355,4.7116156,4.978977
C12485,4.442425,2.2089427,6.005466
C11220,5.892364,6.566686,9.549024
C11391,3.0476928,8.18828,6.3533816
C17455,3.086815,8.063057,6.0834055
C10771,1.7687478,2.456279,9.839092
C17840,-0.010648214,4.900302,7.142642
C14563,0.9948155,5.634402,5.982981
C17748,4.511153,9.003539,5.8593783
C11500,4.7549467,8.88083,6.292129
C11494,5.152757,8.689861,6.3153114
C16232,3.53588,5.6001096,6.4120264
C16103,5.906949,7.215119,9.122407
C13941,4.3249044,9.312999,6.1964364
C13411,6.0192523,3.7909386,5.6719775
C10720,4.654083,6.9762597,8.4680195
C14124,4.5737557,6.9634213,8.47527
C13257,2.152278,5.529523,6.3278527
C11016,5.8936453,6.645892,9.518538
C11926,2.7182236,7.1284037,8.303696
C10083,0.57883745,6.4683695,7.7819023
C14443,4.783697,5.336712,5.5434594
C14950,2.913187,5.7994742,5.620967
C15001,4.1149163,7.5421214,4.6252646
C13195,5.0252123,7.5828056,9.608064
C12944,1.5678836,5.436495,6.6022134
C16978,6.466552,3.7220905,5.6097455
C16593,-0.4805448,5.1900034,8.59573
C12071,1.1649944,3.1740384,10.120056
C18137,3.7032917,7.589401,5.378549
C12004,0.6192794,5.418674,4.1352654
C10461,1.9040384,7.5972342,7.74405
C18765,4.1721673,9.638998,6.10706
C13759,-0.14782189,4.9869785,8.25333
C15187,0.22763337,4.995744,7.4351826
C17651,3.8671653,7.7402883,5.1442766
C13192,-0.21800125,4.6306,6.87265
C18920,8.045089,4.880908,8.052068
C13152,0.2842166,6.540207,7.5163994
C18291,6.0948057,6.0269523,9.491316
C15016,3.7385862,6.6348615,7.409668
C18821,8.04003,5.7002273,7.6582985
C10071,3.1935084,6.998267,6.028165
C18751,7.3882117,6.4569473,6.9843946
C10050,5.7625856,7.368503,9.1344
C11088,3.1768522,8.055671,8.125165
C15629,3.5038338,8.20012,7.5541573
C13134,1.0102704,3.692555,9.854564
C16427,-0.88952315,4.266537,6.679666
C18164,4.1138444,7.2786813,4.7479186
C16554,2.4287612,5.5114117,5.0356383
C14146,7.425077,7.304103,7.8260484
C14615,1.9848812,7.9453874,7.165687
C13121,0.89842165,5.079741,7.973814
C15343,3.3052952,8.047926,7.9390683
C10407,4.159779,8.199087,9.000812
C13479,4.1965084,7.4994717,9.197872
C10239,3.980474,7.375821,5.985287
C11365,0.2868285,3.9961553,5.991897
C10043,2.548545,7.403974,6.8261456
C14434,3.700798,5.6196246,6.5227385
C12268,7.8246093,4.641371,8.038442
C18024,1.1412014,5.160852,6.111054
C18488,0.104853116,4.6599865,5.2785034
C18423,-0.40702185,4.2233453,6.838646
C15611,-0.84570545,4.3260107,6.861439
C15714,7.710194,7.7311316,7.1977296
C17239,7.2809606,3.5314658,4.980863
C17104,4.526247,2.357409,6.0045695
C11368,2.0171468,5.6469803,6.975746
C15410,4.08578,8.212437,5.191042
C11901,3.0778456,6.056112,7.0246964
C12233,-0.9400659,4.5569243,7.82297
C18636,0.44987646,4.7808495,7.9624944
C19105,2.9269066,2.9244084,10.251417
C10063,2.4544413,5.7730155,4.6888595
C14425,5.427684,1.9921257,6.443648
C18535,1.384668,2.8027213,10.17345
C14509,4.2650394,3.2530339,10.801353
C15345,6.254442,6.0041747,9.446216
C10416,0.907398,3.7703083,9.904998
C10343,4.363804,7.6157947,8.17244
C17543,1.1433595,3.1131246,10.187459
C11044,2.8385408,2.0337012,9.840233
C11211,3.6147275,7.5692906,5.4012704
C12173,5.9088945,6.5778723,9.555603
C17986,2.5252714,8.028441,6.7900767
C16976,3.0995417,7.9315534,8.70096
C11725,3.3569653,5.748169,5.684841
C17489,3.9151351,7.350687,4.778126
C14245,0.41152546,4.698206,7.8920245
C18398,5.6019564,2.5858698,6.014295
C18848,3.9236166,11.570857,5.2412157
C11486,2.968674,3.0576065,10.48976
C12198,-0.1274779,6.24185,8.301486
C17182,2.749802,2.0753293,10.000896
C11379,2.992488,2.2184794,10.029558
C15809,3.904123,5.680321,8.123356
C17534,4.2760296,8.306983,9.318188
C19086,1.5534958,2.8146946,9.850213
C14308,4.601562,2.3952656,6.073432
C16841,4.067784,2.5664682,6.031933
C15891,3.6538665,7.4816914,4.905072
C12981,2.1322172,7.205672,7.4683847
C12970,0.94842756,3.7853544,9.779256
C15470,5.5463123,3.8935516,5.7245483
C10733,0.5885986,5.3598194,4.20554
C18272,3.504064,8.634308,6.4768405
C17723,4.5217047,2.779216,6.1275725
C15480,1.716315,2.76745,9.783446
C12724,4.2559195,9.397676,5.995338
C15548,0.83390653,6.3575716,8.48901
C15059,1.7820041,2.3962803,9.646476
C16745,0.039471347,5.760096,8.232006
C13960,4.5933933,2.684679,6.7632017
C19077,4.20267,3.2094018,10.81383
C12343,4.377637,6.6476007,8.252571
C10723,0.90302485,3.573529,10.072098
C11139,4.2888117,7.8969207,7.850082
C10492,0.7506055,4.0881934,4.2391534
C10391,-0.09931648,4.5833993,4.9468155
C18083,-0.12565397,5.9289026,8.305276
C16722,3.621115,2.8587973,10.748768
C17433,1.0276006,2.8975413,9.662515
C14771,5.4781904,7.054094,8.903661
C14824,3.8910644,5.745594,7.141687
C13215,0.5564106,5.825111,8.305488
C14835,4.204093,8.038743,8.52686
C14106,2.9683971,5.793267,5.82159
C10393,0.42903462,3.7006078,4.6522794
C15931,3.4516163,3.639872,10.328055
C17544,4.3643827,9.162857,5.968106
C12391,3.4557521,7.887646,5.654503
C12569,-0.62275434,5.260651,8.749077
C14723,0.385984,5.085633,8.21233
C11631,0.17103137,6.527713,7.8890676
C16761,3.5452778,5.3760657,4.732306
C10060,0.7217149,5.4241757,5.50519
C12768,-0.61721635,4.3916497,6.167729
C18992,7.3668613,3.4389882,4.8984427
C18802,5.542587,1.9902061,5.9870543
C12283,3.3688967,6.0973105,8.015429
C17898,5.251618,8.167712,7.8685064
C15658,0.4789417,5.9323587,8.339633
C13980,6.910239,7.055671,7.7660213
C12832,-0.10561699,4.91491,6.2202125
C11237,2.418355,6.943643,8.056072
C15683,5.223176,9.015484,5.613838
C10889,0.36724466,3.4905534,4.310691
C17117,5.414651,9.05034,5.9565563
C17216,7.3457913,7.442857,7.812065
C19075,3.2381864,3.2897825,10.397077
C17456,6.60196,3.6115782,6.2694755
C12017,2.872617,7.161888,8.308662
C11896,1.5629508,7.581953,7.7428308
C15535,0.24540387,4.7403536,5.8709555
C12997,4.0593076,6.770087,8.55374
C15605,0.47185293,4.567646,7.2406797
C12690,-0.5777793,4.6986437,7.6870275
C13827,2.115321,7.638365,7.5473156
C18959,0.0661764,4.118414,6.387016
C17756,4.993185,2.0114946,6.076904
C16235,5.5043516,3.1517332,6.306909
C15820,0.081615835,5.748188,8.747038
C16784,4.4463487,9.02865,5.839297
C15737,0.15820724,5.8196235,7.30366
C14664,2.009222,2.16769,9.6933365
C12176,7.1845417,7.7498813,7.0106473
C13332,3.7761147,6.6283417,8.109534
C11585,4.6278462,8.2464485,7.659966
C12435,5.7436686,7.03238,9.368981
C18324,2.637315,5.735563,6.9682097
C17139,3.3933961,5.6134686,6.5325594
C17938,4.2519226,8.180872,9.239342
C17812,5.185983,8.896595,5.720005
C14764,3.033075,8.072848,7.925107
C12154,3.551543,7.691931,8.870025
C13113,0.36237478,6.6308513,8.495521
C17958,1.6258429,5.439398,6.616004
C10222,5.3397574,3.9270377,5.524414
C18704,6.406481,4.1400003,5.625798
C14385,7.9579716,6.0825953,7.5018992
C18119,5.393617,9.045061,6.0440702
C10893,3.9042225,6.7534246,6.847491
C10004,4.9129634,4.219534,5.452021
C12446,3.618904,7.5960875,8.903951
C18113,4.1598873,7.3493223,8.215673
C12209,5.6820316,2.2344549,6.9191403
C18328,6.978401,6.505677,6.7292457
C10187,5.917379,1.572434,6.148412
C12552,6.1663785,4.1879926,5.5407176
C16168,6.059082,6.056305,9.505385
C13614,0.9363093,3.630742,9.99173
C11939,-0.30461875,4.408622,6.406218
C14368,4.267894,8.489675,5.346694
C15508,-0.6858567,5.099427,8.211288
C16520,5.3233647,9.000499,5.9758477
C15291,-0.65016603,4.3365464,6.783872
C16518,5.9281106,2.1471062,6.545111
C14588,3.6245515,7.500741,8.157559
C10073,1.855114,7.9321876,7.4648633
C10568,5.857007,6.3951435,9.687283
C18230,5.0201664,3.5885148,5.5993915
C10866,3.0438497,7.8337655,6.6578193
C15242,3.8855968,11.582785,5.236975
C15742,3.8228593,6.4882445,8.181992
C12427,3.1859615,6.4527125,7.3831844
C14066,5.04859,7.5438366,9.629683
C18898,5.9235024,7.192642,9.102889
C10379,3.2353473,8.305022,7.9716988
C16928,3.0412254,3.1242697,10.567541
C17777,5.1723948,8.404682,6.937002
C18616,-0.46281052,4.5582156,8.67738
C11789,4.2913775,5.3681417,5.245008
C10908,4.006332,2.7886155,6.244906
C17820,3.422756,5.769732,5.689383
C15524,-0.0228235,4.2596455,7.2051725
C18956,4.725644,2.0990138,6.061043
C16054,4.217511,2.7868068,6.6877522
C16154,0.79073995,5.4783926,4.133577
C12177,-0.78692865,4.5796695,6.6833158
C13287,4.1826835,5.4578066,5.4015265
C14497,7.4320984,4.7175817,8.065499
C11596,5.8000474,1.8687792,6.1964307
C17164,2.566468,2.1320918,10.069482
C17459,4.631886,6.3244953,8.247571
C18602,7.5300374,7.848976,7.320335
C16533,2.9478605,8.201651,7.114291
C15485,0.48729777,3.7551725,4.6445403
C11480,4.8381224,7.088413,8.186766
C17945,3.7212725,8.807375,6.8052287
C18722,4.7963457,9.063352,6.798193
C14414,3.9554574,7.1137056,9.078042
C17376,-0.94394815,4.6086717,7.9280195
C15661,4.274728,2.84804,6.874315
C12857,3.9804525,6.9926977,5.5601935
C14226,3.1236534,5.93362,6.2740297
C16944,2.283675,7.9288983,7.14861
C14208,4.0699053,6.555834,8.381706
C12448,0.06325619,4.824934,4.8985023
C17515,5.5195627,2.863664,6.0343547
C14465,4.780097,7.746736,6.590469
C16636,3.108986,7.9292517,8.675623
C16657,0.2875046,6.884552,8.336562
C10227,-0.69736254,5.1157026,8.566196
C13681,6.038529,2.783057,6.1827726
C16672,0.45617795,5.3749914,6.7049103
C14598,0.33119377,6.5159883,7.367948
C12129,1.5082581,5.7480774,5.4378934
C11288,0.3997222,4.666413,7.408
C14388,2.6751218,5.8844585,4.850993
C14313,1.077027,3.7104504,9.959896
C17370,6.4885225,3.5934575,5.685759
C14652,3.836524,7.62209,4.78258
C17209,4.8586717,8.287604,5.210812
C10600,0.5014336,6.7297454,7.2014523
C13090,4.1499133,2.9092886,6.8143225
C11209,6.5803275,3.3210635,6.7239594
C15437,5.382611,8.823438,5.6801066
C18371,1.0532608,3.393966,10.082148
C10430,4.28877,8.294531,9.310533
C18286,6.8610487,7.99115,6.321647
C18417,3.295741,5.803093,6.280176
C14466,6.2624054,4.005982,5.605855
C10787,2.4443226,2.7829025,10.063056
C11431,3.8189542,2.6606894,10.641771
C15265,4.221773,7.5123925,7.312175
C11245,7.8348875,7.6279035,7.9153996
C12149,0.12491222,5.2156277,6.4323545
C11924,3.2477934,8.492934,6.4756966
C13171,-0.45654643,5.028667,8.214363
C12760,4.901461,8.322396,5.2423153
C14144,4.5308676,8.206158,9.075946
C14333,0.045245048,6.3542247,7.7524214
C14881,1.0751058,5.6258416,5.890394
C19054,4.1632314,3.204967,10.776446
C18026,4.1846166,2.7979844,6.6775494
C15007,5.739965,1.5670564,6.024286
C10339,-0.34911236,4.276368,6.890979
C14647,5.3577785,9.058688,5.834796
C14907,5.831386,7.105543,9.220726
C13058,4.601019,7.8874087,9.556493
C16643,3.071506,8.229861,6.3291273
C13218,6.298676,5.7711678,9.020648
C15382,3.8566406,5.4762907,5.5816884
C11149,4.2765565,8.73109,5.4310436
C16050,-0.52839136,4.8951097,6.622348
C13489,4.0574427,6.9411955,6.611256
C12937,6.5978475,3.9414768,5.684072
C14585,0.9604869,3.2475047,10.105275
C11325,5.495086,8.844381,5.664698
C14090,4.171473,2.4550586,6.0198984
C15270,4.985889,3.6218245,5.5778255
C16995,2.4250157,7.3075614,7.22538
C15562,4.332873,6.715603,8.742156
C14428,5.8736005,2.2635453,6.4173603
C18406,4.204495,8.567651,5.380766
C13196,-0.6609765,5.2208085,8.726077
C11004,4.775728,8.067212,9.3459215
C14417,4.1568522,8.077906,9.082808
C18631,8.047146,4.814886,8.081132
C13989,5.717088,2.608049,6.108258
C17180,6.3836417,3.0935142,6.5084815
C17166,-0.06344038,4.7285438,6.026106
C13952,5.6145415,1.6727577,6.02525
C17380,3.898728,7.239996,4.4572296
C12344,0.7092887,3.9588861,4.164213
C11326,0.39233124,5.626951,8.680482
C14165,7.449138,7.5608892,7.9769025
C19116,3.9120584,3.115962,10.778883
C14319,7.484297,7.3776073,7.952017
C11485,4.357211,6.1503277,8.396295
C12200,2.9825149,5.83718,4.4486685
C18846,8.041171,4.798902,8.093796
C10116,0.8925429,5.7327633,5.5866704
C11805,4.1927223,9.280194,6.4109674
C12704,4.6616673,2.1530237,6.060312
C13577,5.8395295,2.65499,6.1676993
C17641,7.631141,6.188721,7.0629206
C13551,4.339786,7.1686873,8.397449
C18572,4.835148,2.8028598,6.136292
C18819,3.6551626,7.396397,4.714158
C13081,0.5564303,4.4198947,6.54965
C17037,3.9249215,7.8404264,4.9058537
C17198,3.8308544,7.604653,4.698221
C16231,4.2826266,6.5731053,8.137376
C11343,2.3073657,5.7978263,4.7604237
C17350,0.45231324,5.728583,8.333173
C10767,1.5874782,2.5650687,10.266659
C17892,0.48797712,4.8496804,6.008303
C17970,4.203062,7.352759,8.961007
C17856,2.49514,5.6639543,7.0702043
C16922,0.8856131,5.4437923,4.2269073
C16609,0.45754382,7.0219684,7.773194
C17607,0.013659468,4.0662847,6.2634053
C17959,4.051996,7.4540987,4.528819
C14506,3.6034458,8.644632,6.8399353
C15122,3.9750803,8.262758,8.626647
C18063,7.9720073,7.2036333,7.859924
C16423,3.8229573,5.5116563,7.4654794
C19038,3.5595005,3.4162512,10.499929
C12097,-0.14490764,6.1123877,8.718635
C10451,0.2926208,6.2312684,8.369068
C13519,-0.028866865,4.8719153,6.3736587
C14183,3.4359274,5.6544766,6.231455
C10319,0.6704707,4.8509116,5.6710105
C19018,2.4102614,2.2542837,9.995724
C18804,3.8604445,5.6526637,6.9855366
C14171,1.0067638,3.0877602,10.088522
C10092,0.70143807,6.6411943,8.76781
C16880,0.3938228,3.6916406,4.728646
C10415,4.207743,9.020643,6.4100795
C11055,2.2967615,5.4304423,4.9796643
C10912,7.343077,7.2270017,7.8388877
C16583,3.4283712,8.586576,6.5250435
C18918,7.773708,7.7285714,7.239122
C16771,2.996861,1.9541446,9.714144
C12291,4.0792274,6.995078,4.930065
C15252,5.1982665,2.291528,6.3876424
C17422,-0.9173996,4.4266424,7.0341144
C13693,0.9518896,4.889663,6.156345
C10267,3.8651536,6.599498,8.06699
C14635,3.3791082,8.07524,7.3821583
C10299,7.0436716,4.68862,7.7683525
C12967,3.576653,5.219667,4.7963333
C16923,7.6552973,7.704785,7.910843
C18970,6.5681005,3.9536853,5.789188
C18829,3.6830144,7.07128,4.5555854
C15755,4.1703124,7.9685583,8.975615
C12445,7.7464886,7.7545652,7.2561226
C11981,-0.080742806,6.0753202,8.80045
C14868,0.45992768,6.1623287,6.979605
C10764,5.4984994,2.5668874,6.1664705
C17253,4.732215,2.6104636,5.9055185
C14187,2.9129622,6.161424,4.5215454
C18019,0.4427271,4.7757173,7.4492636
C10567,2.355477,2.3751824,10.087694
C12622,0.23703252,6.354661,7.479705
C13928,4.232885,5.2656765,5.255746
C16972,6.9924994,7.6701384,6.417091
C13406,7.7535014,7.477503,8.05236
C18878,7.626196,7.5475507,8.041171
C17794,2.8751652,5.9546056,4.4540644
C17249,1.0697414,5.4731183,5.8180146
C14996,2.6577957,7.4971914,7.6361194
C15050,0.9122375,5.564344,5.346559
C13742,1.3638371,5.298345,5.920759
C13302,5.785814,2.2963085,6.8496337
C12965,4.0354667,5.44159,5.6220565
C10829,3.8279707,11.774498,5.1211443
C14155,1.2137238,3.2306285,10.180356
C11451,7.334703,4.706182,8.012646
C10058,3.8104682,11.814062,5.091067
C10072,3.0092695,5.813419,5.7246757
C15971,6.370906,3.6388614,5.6844497
C10738,3.850289,5.419532,5.3691463
C15805,4.3167286,2.724948,6.37274
C10276,3.2956862,8.296335,8.041644
C11639,6.2554135,6.025831,9.4244585
C19074,2.0838668,2.4457731,9.595899
C12041,7.330681,3.4773784,4.9321055
C15288,3.9014695,5.6951084,6.5744495
C13914,0.48860347,5.8693943,9.072528
C13251,3.7905715,6.891779,5.0796056
C14043,3.084497,7.677641,7.7821918
C13542,0.6893431,4.2601743,5.9201303
C17097,0.50110424,3.6909783,4.3683786
C18816,0.45516112,4.698294,7.645551
C15743,-0.7500898,5.0894856,8.183905
C15020,7.029971,7.6514163,6.625482
C11990,-0.911729,4.4097333,6.7674623
C13925,0.70703095,4.1336956,6.6359453
C18376,5.8986406,1.7059134,6.220681
C17897,3.4888415,3.2909412,10.548372
C15167,2.4030788,7.4341855,7.027297
C17247,3.1022835,3.1781378,10.248885
C14706,1.0640107,5.834881,5.8589983
C18778,0.14397188,4.957613,8.31763
C14587,5.898659,7.9086003,6.82424
C15864,0.37949648,5.7329936,6.984752
C14125,7.2865596,3.524938,4.974012
C12990,3.6021028,3.1749682,10.68071
C14082,4.0478773,6.9165273,8.556073
C18255,2.6526122,5.856417,4.5729628
C11374,4.23307,7.258854,7.3957224
C14169,5.9716372,2.4118433,6.476218
C11739,3.4644337,6.2808385,7.2071285
C18860,-0.49367145,5.1208043,8.6145735
C19186,3.519556,2.9092171,10.755498
C11837,0.15673049,6.3010287,7.3729315
C18774,5.4509435,2.002157,6.482302
C10779,3.6542275,7.974003,5.460545
C14590,3.9060612,5.840067,8.28174
C16116,2.9296713,8.123998,6.312675
C14380,4.003282,7.0841823,4.9537244
C17635,-0.52736336,5.3638625,8.84955
C10495,2.1797514,7.8994994,7.2103896
C15174,0.56128633,5.6497626,6.8508472
C15154,4.1918006,5.4879785,5.7346344
C17143,4.924098,8.414495,5.285912
C10219,3.215135,6.207648,7.441059
C10487,3.0654316,7.7249813,8.735054
C11597,2.7973285,7.7004294,7.5778074
C18124,6.968057,7.8984165,6.5363755
C12664,7.925994,5.9770055,7.4336114
C18834,7.7398195,7.7489676,7.186151
C15881,2.7445884,5.808162,5.2697773
C17829,-0.5945241,4.2429924,6.7285643
C15061,5.296658,9.040361,5.6385818
C11060,4.029905,5.645588,8.117993
C16772,0.33319688,4.2259545,6.194653
C16376,2.5951805,5.824718,4.6166816
C14502,5.201561,8.10115,6.8394046
C16714,3.9782698,2.8847933,10.850264
C11518,7.369928,4.7253437,8.039828
C11942,4.1970973,7.7392616,7.2216315
C17181,2.6976156,7.4726076,7.5425696
C16660,6.7922177,3.8410623,5.392233
C13277,4.194074,9.247435,6.6416974
C10801,3.9430783,6.498265,7.678548
C13899,4.173056,7.472556,9.152192
C12898,5.943932,6.33607,9.638232
C18891,2.4972913,5.611399,6.3481364
C15292,6.20796,3.739658,5.6846704
C10667,-0.5514623,5.5768566,7.805712
C12827,7.632789,7.2919044,7.9588833
C10203,6.127794,7.9144115,8.317287
C16715,5.3214326,8.633561,5.4503846
C11198,4.3906083,2.8601756,6.9469132
C13752,1.1133537,3.1104198,10.139585
C17277,3.6823523,7.815691,5.467253
C11145,1.0435026,5.3783455,6.535732
C16837,0.27148902,6.721822,7.762817
C15460,7.38165,7.3209767,7.66032
C11468,6.2063375,5.96409,9.325442
C19048,2.6541262,7.732318,6.8167815
C18298,3.9253132,8.855938,6.43595
C16778,6.0470934,2.8780565,6.146872
C12984,4.4667864,8.888277,6.426172
C15727,3.504816,2.9104805,10.713786
C14456,4.082063,3.1225612,10.814566
C11818,4.5103436,9.015512,5.8206887
C10991,3.9180486,5.4812684,5.6525354
C12044,2.6713219,5.9795694,4.807399
C11735,0.29385054,5.716759,8.789256
C10658,2.2248142,7.652595,7.584946
C18196,4.23989,9.2758045,6.487728
C14601,0.25731635,6.253718,7.311163
C13703,3.8189235,5.7710924,5.7490525
C11305,0.5067332,4.8208313,5.7392993
C10123,7.772781,4.625448,8.022664
C16665,7.9904976,7.1729116,7.8351502
C15544,0.9452039,5.4547434,5.217998
C14315,-0.6091666,4.2665806,5.9819803
C12753,0.25364566,4.543334,7.239492
C12661,6.198234,7.960867,8.101421
C12572,5.8990865,6.6003494,9.560166
C14733,0.4587956,3.6259696,4.352356
C15117,2.7388916,5.8670464,5.164642
C18099,4.26437,7.552614,4.964651
C17580,3.9819422,7.6589594,4.728826
C18249,4.833598,3.0752096,5.8279915
C14439,2.126446,5.7864313,4.8876004
C15406,4.2622657,5.387172,5.1941624
C16564,7.4393954,4.722183,8.033675
C17572,7.3922296,6.29879,6.928066
C18125,4.9264617,7.8189836,9.363237
C11215,1.1747817,5.3337502,6.1041512
C13567,1.144166,3.2244818,10.1628475
C17600,0.6244705,4.1234217,4.9350915
C12383,3.5535529,7.529887,7.9123125
C18128,4.4071565,9.00121,5.728493
C10097,0.6114198,3.9142895,4.26477
C15750,4.4426637,2.6346524,6.3412237
C15422,-0.030539956,5.4696946,7.4037323
C16139,1.0779668,5.6759057,6.019562
C15487,2.5385525,5.529213,4.989661
C13720,1.2737017,5.5459013,5.2257667
C12303,6.905779,6.68045,6.4732513
C15707,7.8803277,7.494622,7.4595237
C16383,3.0879898,7.923255,7.5697007
C12755,0.9050668,5.998183,7.995372
C17673,6.9860654,7.952315,6.4315248
C16487,3.4486187,6.701347,5.8558364
C16130,4.248791,6.1644845,8.04929
C18013,7.0982504,7.612278,6.6292334
C16908,-0.80407125,4.453027,6.940432
C16328,3.2126405,6.717365,7.0190487
C10845,1.6500479,5.789356,5.331045
C18621,4.2445903,7.2076416,8.386537
C10643,6.3846483,3.2392862,6.6697826
C15282,4.1261616,7.56475,7.6990824
C12696,6.800851,8.055454,6.6141148
C14955,3.3079762,6.5382404,4.926256
C17135,3.6805797,7.0950866,4.4846106
C11077,0.6843983,7.0387497,7.5344625
C12385,2.7272432,8.102956,7.016208
C12761,0.3620925,6.2191243,7.09769
C12058,5.8139067,2.2352567,6.9133873
C11109,7.429962,4.7177644,8.024424
C11442,4.1817756,7.5444074,7.303866
C14019,0.2658531,5.0691357,4.548986
C17590,-0.5577673,4.7268796,7.794622
C13184,0.3893931,4.027914,6.0197906
C10185,6.5006003,3.5787249,5.943783
C18489,1.3371489,2.8354793,10.167701
C12293,5.568498,2.1630993,6.7266836
C14397,0.55199003,3.912035,5.9285903
C14238,5.743004,7.9484434,8.660717
C12597,5.2422657,8.113496,8.929506
C16983,3.8205578,3.3353322,10.628283
C18883,0.25042513,3.5843234,4.638691
C11583,2.8993962,7.485892,8.594019
C14463,6.553059,3.8209784,5.573875
C13122,-0.3465633,4.2711277,7.003965
C13765,3.6829054,5.229159,4.7854533
C14322,3.6774843,7.7795367,8.0971
C18306,6.459626,4.063559,5.6885
C12450,1.77646,2.4417288,9.770191
C11587,0.72837,4.2543573,5.8631735
C11390,0.3847153,6.8026333,7.6626163
C12794,1.5154835,2.8419034,9.801818
C18835,4.8858624,8.364074,5.2446327
C16192,1.6497326,2.7117517,9.961575
C16782,3.843078,11.725394,5.1561036
C17502,4.287028,6.98771,5.1205635
C12389,2.5899413,3.1215818,10.498768
C15768,3.8367162,7.621612,4.6747456
C15830,5.5236716,8.818496,5.712733
C18972,6.9993415,7.8538294,6.393007
C16530,0.84750116,3.1187143,9.851618
C15908,3.3115265,5.726705,4.9511294
C11321,4.246655,7.515997,7.210445
C15729,5.0735826,7.176994,8.382884
C18056,5.20029,8.596953,7.7205925
C15293,5.1181984,8.065768,6.571151
C12284,0.05512915,6.390734,7.838964
C17337,2.6470804,7.2919703,6.8049273
C11530,5.1089563,3.2703848,5.676653
C10772,4.3167057,9.1345625,6.5894156
C18322,7.0182633,7.724508,6.4682426
C19130,2.6586046,3.1088984,10.478022
C11900,3.9210427,11.582778,5.2389693
C12992,1.749798,4.9901433,5.2994776
C16716,3.7491348,5.245479,4.851368
C17028,6.4461374,3.1051095,6.589032
C10774,3.18759,5.736482,6.138492
C14455,2.8691177,7.6577935,7.683168
C12461,3.464695,8.649998,6.580111
C16945,7.2385015,6.2846437,6.945025
C16387,5.5428066,2.3165553,6.835335
C13944,5.2846646,8.077129,8.914438
C12099,0.8727637,5.9003644,5.769738
C15807,0.4545848,6.4016128,9.153928
C18463,0.24452972,3.9722729,5.876736
C11206,-0.24833615,6.139434,7.9559937
C16774,-0.060499337,4.369572,7.271147
C15378,7.152789,3.6433759,5.104698
C15043,0.34146702,6.4541645,8.300889
C15672,7.3601427,5.8301454,6.8556013
C17761,5.1948442,3.054965,5.75645
C12251,3.7680228,8.842659,6.8577747
C12008,3.235043,5.789619,6.3768063
C18664,0.92942363,6.453516,8.476287
C14286,2.9167228,5.906624,5.2049065
C13530,7.674994,6.047559,7.1090903
C16390,3.9132898,7.2072525,4.7939706
C11651,8.029446,7.1774244,7.851301
C17115,-0.63209796,5.219965,8.715626
C10311,0.6102083,5.392555,6.6494617
C11185,5.428523,2.8654923,5.9227667
C16032,5.84508,2.2366004,6.8595195
C16717,0.30584145,5.7610164,8.89748
C15512,0.21620272,6.3809853,7.8708777
C12821,0.8405575,5.1559696,8.105663
C16941,7.577131,7.4000225,7.076709
C13139,2.933197,5.814559,5.8341866
C17398,4.3918333,2.5697055,5.9740467
C18343,5.02258,8.391503,5.2480826
C15650,7.2008333,3.6001143,5.0551023
C18430,4.207809,7.548329,4.7972927
C11405,0.47600797,7.149001,7.985377
C12679,-0.16331464,4.1304827,5.224568
C16863,1.3982986,2.9405196,10.002092
C11200,5.8747864,2.1958547,6.617909
C14658,4.3466387,2.7034993,6.4335527
C10508,-0.51440656,5.4571033,7.61073
C11224,-0.45047876,5.200717,6.7419453
C12410,0.7232465,6.3897614,8.594634
C12331,1.973694,2.1764696,9.622382
C14787,0.3493341,5.358336,7.4394245
C18916,-0.28680727,4.460012,6.401239
C12678,1.1386192,5.5092893,5.1927795
C18218,3.8304956,2.6898553,10.677839
C12584,5.9109793,2.1393135,6.5680923
C14815,3.0849366,5.807415,5.7722435
C11195,3.4901164,3.7362437,10.150459
C17785,4.51314,9.12381,5.8363614
C15491,6.323535,2.8545978,6.597289
C16393,2.9398596,2.0025678,9.798121
C16428,6.8984575,3.8401368,5.311457
C13088,5.2535453,3.1056,5.752764
C16238,0.23802747,5.4102592,9.1455555
C19111,4.165761,3.144698,10.833086
C18919,5.2496724,9.0183935,5.7376165
C16813,7.8159165,5.9064817,7.2766514
